personagem_esq_agachado: .word 17, 23
.byte 3,3,67,67,75,76,76,76,76,76,76,76,75,67,67,3,3,
75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,75,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,
76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,
76,76,76,1,0,0,1,1,1,1,75,76,76,76,76,76,76,
76,76,0,0,0,0,0,73,73,1,75,76,76,76,76,76,76,
76,76,1,83,74,82,166,174,73,1,76,76,76,76,76,76,76,
76,76,75,92,166,174,165,166,73,1,86,174,174,174,174,76,76,
76,76,85,92,74,92,73,166,165,86,94,255,255,255,255,247,76,
76,76,182,101,73,91,73,166,174,86,255,255,255,255,255,175,76,
76,76,86,166,92,101,92,166,174,78,159,86,174,85,86,86,76,
76,76,166,175,174,165,174,174,174,78,167,95,166,84,166,102,76,
76,76,166,183,174,166,165,165,174,78,255,255,166,76,93,85,76,
76,76,76,183,174,174,174,174,174,86,255,255,166,76,76,76,76,
76,76,76,166,174,174,174,174,1,83,255,255,174,76,76,76,76,
76,76,76,76,247,255,255,173,173,173,255,255,174,76,76,76,76,
76,76,76,76,247,255,174,84,84,84,93,255,255,93,76,76,76,
76,76,76,76,84,255,174,76,76,76,76,166,255,246,76,76,76,
76,76,76,76,76,74,74,75,76,76,76,76,74,74,75,76,76,
75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,75,
3,3,67,67,75,76,76,76,76,76,76,76,75,67,67,3,3,


