personagem_chute_esq: .word 17, 23
.byte 3,3,67,67,75,76,76,76,76,76,76,76,75,67,67,3,3,
75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,75,
76,76,76,76,1,0,0,1,1,1,1,76,76,76,76,76,76,
76,76,76,0,0,0,0,0,73,73,1,76,76,76,76,76,76,
76,76,76,1,82,74,82,166,174,73,1,76,76,76,76,76,76,
76,76,76,85,165,166,174,165,166,73,1,76,76,157,255,85,76,
76,76,76,247,174,74,92,73,166,165,78,166,255,255,255,247,76,
76,76,76,175,174,73,91,73,166,174,94,167,255,255,255,175,76,
76,76,76,86,174,92,101,92,166,174,167,255,255,247,86,86,76,
76,76,76,102,174,174,165,174,174,174,167,158,247,76,166,102,76,
76,76,76,85,174,174,166,165,165,174,167,6,174,76,93,85,76,
76,75,76,76,174,174,174,174,174,174,175,167,182,76,76,76,76,
76,2,76,76,158,174,174,174,174,166,247,255,246,76,76,76,76,
76,74,247,247,247,255,255,78,6,6,255,255,174,76,76,76,76,
76,82,255,255,255,255,255,75,2,75,255,255,174,76,76,76,76,
76,91,255,255,255,255,255,91,82,82,255,255,174,76,76,76,76,
76,84,93,157,165,166,174,174,174,246,255,255,166,76,76,76,76,
76,76,76,76,76,76,76,76,76,76,247,255,166,76,76,76,76,
76,76,76,76,76,76,76,76,76,76,182,255,174,76,76,76,76,
76,76,76,76,76,76,76,76,76,76,93,255,247,76,76,76,76,
76,76,76,76,76,76,76,76,76,76,76,74,74,75,76,76,76,
75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,75,
3,3,67,67,75,76,76,76,76,76,76,76,75,67,67,3,3,


